ordinal,frameId,frameName,nodeId,nodeName,adjacentText,ancestorNames,ancestorIds,family,icon,style,fills,svg,geometryKey
3000,T95KVV,"27A. GitHub · PR conversation, filters and readiness · Dark",wNg1i,Isolated worktree indicator,Workspace / GitHub main,"27A. GitHub · PR conversation, filters and readiness · Dark > Page workspace > Shared page breadcrumb",T95KVV/JP8eE/x6ima,lucide,shield-check,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#D7BDFF,icons/lucide-shield-check-588013874c94.svg,lucide/shield-check/588013874c94
3001,Fsizd,28A. Task actions · Menu and handoff reader · Dark,cgB89,Search,Search… ⌘K,28A. Task actions · Menu and handoff reader · Dark > Shared project navigation > Search tasks,Fsizd/a8CtVW/ybjGr,lucide,search,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#8992A6,icons/lucide-search-97566fb629e3.svg,lucide/search/97566fb629e3
3002,Fsizd,28A. Task actions · Menu and handoff reader · Dark,tZRqN,New task icon,New task,28A. Task actions · Menu and handoff reader · Dark > Shared project navigation > Workspace links > New task,Fsizd/a8CtVW/bb25v/qc4mQ,lucide,plus,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#8992A6,icons/lucide-plus-5d291bcb8254.svg,lucide/plus/5d291bcb8254
3003,Fsizd,28A. Task actions · Menu and handoff reader · Dark,tZRqN,New task icon,All tasks,28A. Task actions · Menu and handoff reader · Dark > Shared project navigation > Workspace links > All tasks,Fsizd/a8CtVW/bb25v/w9L9KD,lucide,layers,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#8992A6,icons/lucide-layers-bcddb17470e3.svg,lucide/layers/bcddb17470e3
3004,Fsizd,28A. Task actions · Menu and handoff reader · Dark,f4huG,Expand project,cezar main,28A. Task actions · Menu and handoff reader · Dark > Shared project navigation > Expanded project and session navigation > iac expanded,Fsizd/a8CtVW/OP2By/FbK2w,lucide,chevron-down,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#8992A6,icons/lucide-chevron-down-96bc4c16a8d0.svg,lucide/chevron-down/96bc4c16a8d0
3005,Fsizd,28A. Task actions · Menu and handoff reader · Dark,tZRqN,New task icon,Tasks,28A. Task actions · Menu and handoff reader · Dark > Shared project navigation > Expanded project and session navigation > Project destinations > Tasks,Fsizd/a8CtVW/OP2By/X1Nlc6/OX1gU,lucide,list-todo,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#8992A6,icons/lucide-list-todo-90fea884f26c.svg,lucide/list-todo/90fea884f26c
3006,Fsizd,28A. Task actions · Menu and handoff reader · Dark,tZRqN,New task icon,Git,28A. Task actions · Menu and handoff reader · Dark > Shared project navigation > Expanded project and session navigation > Project destinations > Git,Fsizd/a8CtVW/OP2By/X1Nlc6/EnvoZ,lucide,git-branch,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#8992A6,icons/lucide-git-branch-cb2e993ccf96.svg,lucide/git-branch/cb2e993ccf96
3007,Fsizd,28A. Task actions · Menu and handoff reader · Dark,tZRqN,New task icon,GitHub,28A. Task actions · Menu and handoff reader · Dark > Shared project navigation > Expanded project and session navigation > Project destinations > GitHub,Fsizd/a8CtVW/OP2By/X1Nlc6/k0oRA,lucide,github,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#8992A6,icons/lucide-github-357f9b03fe86.svg,lucide/github/357f9b03fe86
3008,Fsizd,28A. Task actions · Menu and handoff reader · Dark,tZRqN,New task icon,Skills,28A. Task actions · Menu and handoff reader · Dark > Shared project navigation > Expanded project and session navigation > Project destinations > Skills,Fsizd/a8CtVW/OP2By/X1Nlc6/nuHSs,lucide,sparkles,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#8992A6,icons/lucide-sparkles-34b3b72da68a.svg,lucide/sparkles/34b3b72da68a
3009,Fsizd,28A. Task actions · Menu and handoff reader · Dark,tZRqN,New task icon,Workflows,28A. Task actions · Menu and handoff reader · Dark > Shared project navigation > Expanded project and session navigation > Project destinations > Workflows,Fsizd/a8CtVW/OP2By/X1Nlc6/CHKpB,lucide,workflow,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#8992A6,icons/lucide-workflow-8a89b4882c44.svg,lucide/workflow/8a89b4882c44
3010,Fsizd,28A. Task actions · Menu and handoff reader · Dark,tZRqN,New task icon,Settings,28A. Task actions · Menu and handoff reader · Dark > Shared project navigation > Expanded project and session navigation > Project destinations > Settings,Fsizd/a8CtVW/OP2By/X1Nlc6/CcnMu,lucide,settings,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#8992A6,icons/lucide-settings-6f5239928ba5.svg,lucide/settings/6f5239928ba5
3011,Fsizd,28A. Task actions · Menu and handoff reader · Dark,cOCez,Session status,Fixing finalization failure Parent · Done #217,28A. Task actions · Menu and handoff reader · Dark > Shared project navigation > Expanded project and session navigation > Navigation / Parent and worker sessions > Selected parent session,Fsizd/a8CtVW/OP2By/qDFcK/z4zFw,Material Symbols Rounded,circle,box-sizing: border-box; flex-shrink: 0; height: 10px; width: 10px,#74D5A1,icons/material-symbols-rounded-circle-e3a67b1f3af8.svg,Material Symbols Rounded/circle/e3a67b1f3af8
3012,Fsizd,28A. Task actions · Menu and handoff reader · Dark,r3iXr,Reference status glyph,#217,28A. Task actions · Menu and handoff reader · Dark > Shared project navigation > Expanded project and session navigation > Navigation / Parent and worker sessions > Selected parent session > Session labels > Optional tracker reference line > Optional PR or issue,Fsizd/a8CtVW/OP2By/qDFcK/z4zFw/F88dJ/HPxph/zfD1m,lucide,git-merge,box-sizing: border-box; flex-shrink: 0; height: 12px; width: 12px,#D7BDFF,icons/lucide-git-merge-f64349b9dbe0.svg,lucide/git-merge/f64349b9dbe0
3013,Fsizd,28A. Task actions · Menu and handoff reader · Dark,cOCez,Session status,Implementation worker Worker · Done,28A. Task actions · Menu and handoff reader · Dark > Shared project navigation > Expanded project and session navigation > Navigation / Parent and worker sessions > Workers belonging to audit > Worker hierarchy guide > Audit worker,Fsizd/a8CtVW/OP2By/qDFcK/E5FWJ/tVXld/bTWrG,Material Symbols Rounded,circle,box-sizing: border-box; flex-shrink: 0; height: 10px; width: 10px,#74D5A1,icons/material-symbols-rounded-circle-e3a67b1f3af8.svg,Material Symbols Rounded/circle/e3a67b1f3af8
3014,Fsizd,28A. Task actions · Menu and handoff reader · Dark,cOCez,Session status,Planning CI follow-up Parent · Running,28A. Task actions · Menu and handoff reader · Dark > Shared project navigation > Expanded project and session navigation > Navigation / Parent and worker sessions > Delegated worker parent,Fsizd/a8CtVW/OP2By/qDFcK/xJrri,Material Symbols Rounded,circle,box-sizing: border-box; flex-shrink: 0; height: 10px; width: 10px,#D7BDFF,icons/material-symbols-rounded-circle-e3a67b1f3af8.svg,Material Symbols Rounded/circle/e3a67b1f3af8
3015,Fsizd,28A. Task actions · Menu and handoff reader · Dark,cOCez,Session status,CI regression checks Worker · Needs review #219,28A. Task actions · Menu and handoff reader · Dark > Shared project navigation > Expanded project and session navigation > Navigation / Parent and worker sessions > Workers belonging to delegated setup > Worker hierarchy guide > Worker with PR example,Fsizd/a8CtVW/OP2By/qDFcK/dcZPW/CtBMx/ynL0t,Material Symbols Rounded,circle,box-sizing: border-box; flex-shrink: 0; height: 10px; width: 10px,#D7BDFF,icons/material-symbols-rounded-circle-e3a67b1f3af8.svg,Material Symbols Rounded/circle/e3a67b1f3af8
3016,Fsizd,28A. Task actions · Menu and handoff reader · Dark,r3iXr,Reference status glyph,#219,28A. Task actions · Menu and handoff reader · Dark > Shared project navigation > Expanded project and session navigation > Navigation / Parent and worker sessions > Workers belonging to delegated setup > Worker hierarchy guide > Worker with PR example > Session labels > Optional tracker reference line > Optional PR or issue,Fsizd/a8CtVW/OP2By/qDFcK/dcZPW/CtBMx/ynL0t/F88dJ/HPxph/zfD1m,lucide,git-pull-request,box-sizing: border-box; flex-shrink: 0; height: 12px; width: 12px,#D7BDFF,icons/lucide-git-pull-request-9ff25470d22f.svg,lucide/git-pull-request/9ff25470d22f
3017,Fsizd,28A. Task actions · Menu and handoff reader · Dark,f4huG,Expand project,hearsay-local-architect main,28A. Task actions · Menu and handoff reader · Dark > Shared project navigation > Expanded project and session navigation > hearsay-local-architect collapsed,Fsizd/a8CtVW/OP2By/ucDW7,lucide,chevron-right,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#8992A6,icons/lucide-chevron-right-cee1458c0dd0.svg,lucide/chevron-right/cee1458c0dd0
3018,Fsizd,28A. Task actions · Menu and handoff reader · Dark,f4huG,Expand project,earwitness main,28A. Task actions · Menu and handoff reader · Dark > Shared project navigation > Expanded project and session navigation > earwitness collapsed,Fsizd/a8CtVW/OP2By/rizuB,lucide,chevron-right,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#8992A6,icons/lucide-chevron-right-cee1458c0dd0.svg,lucide/chevron-right/cee1458c0dd0
3019,Fsizd,28A. Task actions · Menu and handoff reader · Dark,f4huG,Expand project,dev-toolkit main,28A. Task actions · Menu and handoff reader · Dark > Shared project navigation > Expanded project and session navigation > dev-toolkit collapsed,Fsizd/a8CtVW/OP2By/XhhVY,lucide,chevron-right,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#8992A6,icons/lucide-chevron-right-cee1458c0dd0.svg,lucide/chevron-right/cee1458c0dd0
3020,Fsizd,28A. Task actions · Menu and handoff reader · Dark,tZRqN,New task icon,Global settings,28A. Task actions · Menu and handoff reader · Dark > Shared project navigation > Global settings navigation,Fsizd/a8CtVW/Zbj5V,lucide,settings-2,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#8992A6,icons/lucide-settings-2-1cc665612c4e.svg,lucide/settings-2/1cc665612c4e
3021,Fsizd,28A. Task actions · Menu and handoff reader · Dark,a8CdMw,Local execution,Your agents. Your machine.,28A. Task actions · Menu and handoff reader · Dark > Shared project navigation > Local workspace status,Fsizd/a8CtVW/EBZYk,lucide,monitor,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#8992A6,icons/lucide-monitor-8d25db114b57.svg,lucide/monitor/8d25db114b57
3022,Fsizd,28A. Task actions · Menu and handoff reader · Dark,afg6q,Project folder,Workspace / Fix finalization retries main,28A. Task actions · Menu and handoff reader · Dark > Page workspace > Shared page breadcrumb,Fsizd/y99bC4/lskvL,lucide,folder,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#8992A6,icons/lucide-folder-2492d9f6fc68.svg,lucide/folder/2492d9f6fc68
3023,Fsizd,28A. Task actions · Menu and handoff reader · Dark,wNg1i,Isolated worktree indicator,Workspace / Fix finalization retries main,28A. Task actions · Menu and handoff reader · Dark > Page workspace > Shared page breadcrumb,Fsizd/y99bC4/lskvL,lucide,shield-check,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#D7BDFF,icons/lucide-shield-check-588013874c94.svg,lucide/shield-check/588013874c94
3024,t6Imv,"27B. GitHub PR · Changes, blocked merge and confirmation · Dark",cgB89,Search,Search… ⌘K,"27B. GitHub PR · Changes, blocked merge and confirmation · Dark > Shared project navigation > Search tasks",t6Imv/o2PO4/ybjGr,lucide,search,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#8992A6,icons/lucide-search-97566fb629e3.svg,lucide/search/97566fb629e3
3025,t6Imv,"27B. GitHub PR · Changes, blocked merge and confirmation · Dark",tZRqN,New task icon,New task,"27B. GitHub PR · Changes, blocked merge and confirmation · Dark > Shared project navigation > Workspace links > New task",t6Imv/o2PO4/bb25v/qc4mQ,lucide,plus,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#8992A6,icons/lucide-plus-5d291bcb8254.svg,lucide/plus/5d291bcb8254
3026,t6Imv,"27B. GitHub PR · Changes, blocked merge and confirmation · Dark",tZRqN,New task icon,All tasks,"27B. GitHub PR · Changes, blocked merge and confirmation · Dark > Shared project navigation > Workspace links > All tasks",t6Imv/o2PO4/bb25v/w9L9KD,lucide,layers,box-sizing: border-box; flex-shrink: 0; height: 18px; width: 18px,#8992A6,icons/lucide-layers-bcddb17470e3.svg,lucide/layers/bcddb17470e3
3027,t6Imv,"27B. GitHub PR · Changes, blocked merge and confirmation · Dark",f4huG,Expand project,cezar main,"27B. GitHub PR · Changes, blocked merge and confirmation · Dark > Shared project navigation > Expanded project and session navigation > iac expanded",t6Imv/o2PO4/OP2By/FbK2w,lucide,chevron-down,box-sizing: border-box; flex-shrink: 0; height: 16px; width: 16px,#8992A6,icons/lucide-chevron-down-96bc4c16a8d0.svg,lucide/chevron-down/96bc4c16a8d0
3028,t6Imv,"27B. GitHub PR · Changes, blocked merge and confirmation · Dark",tZRqN,New task icon,Tasks,"27B. GitHub PR · Changes, blocked merge and confirmation · Dark > Shared project navigation > Expanded project and session navigation > Project destinations > Tasks",t6Imv/o2PO4/OP2By/X1Nlc6/OX1gU,lucide,list-todo,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#8992A6,icons/lucide-list-todo-90fea884f26c.svg,lucide/list-todo/90fea884f26c
3029,t6Imv,"27B. GitHub PR · Changes, blocked merge and confirmation · Dark",tZRqN,New task icon,Git,"27B. GitHub PR · Changes, blocked merge and confirmation · Dark > Shared project navigation > Expanded project and session navigation > Project destinations > Git",t6Imv/o2PO4/OP2By/X1Nlc6/EnvoZ,lucide,git-branch,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#8992A6,icons/lucide-git-branch-cb2e993ccf96.svg,lucide/git-branch/cb2e993ccf96
3030,t6Imv,"27B. GitHub PR · Changes, blocked merge and confirmation · Dark",tZRqN,New task icon,GitHub,"27B. GitHub PR · Changes, blocked merge and confirmation · Dark > Shared project navigation > Expanded project and session navigation > Project destinations > GitHub",t6Imv/o2PO4/OP2By/X1Nlc6/k0oRA,lucide,github,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#8992A6,icons/lucide-github-357f9b03fe86.svg,lucide/github/357f9b03fe86
3031,t6Imv,"27B. GitHub PR · Changes, blocked merge and confirmation · Dark",tZRqN,New task icon,Skills,"27B. GitHub PR · Changes, blocked merge and confirmation · Dark > Shared project navigation > Expanded project and session navigation > Project destinations > Skills",t6Imv/o2PO4/OP2By/X1Nlc6/nuHSs,lucide,sparkles,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#8992A6,icons/lucide-sparkles-34b3b72da68a.svg,lucide/sparkles/34b3b72da68a
3032,t6Imv,"27B. GitHub PR · Changes, blocked merge and confirmation · Dark",tZRqN,New task icon,Workflows,"27B. GitHub PR · Changes, blocked merge and confirmation · Dark > Shared project navigation > Expanded project and session navigation > Project destinations > Workflows",t6Imv/o2PO4/OP2By/X1Nlc6/CHKpB,lucide,workflow,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#8992A6,icons/lucide-workflow-8a89b4882c44.svg,lucide/workflow/8a89b4882c44
3033,t6Imv,"27B. GitHub PR · Changes, blocked merge and confirmation · Dark",tZRqN,New task icon,Settings,"27B. GitHub PR · Changes, blocked merge and confirmation · Dark > Shared project navigation > Expanded project and session navigation > Project destinations > Settings",t6Imv/o2PO4/OP2By/X1Nlc6/CcnMu,lucide,settings,box-sizing: border-box; flex-shrink: 0; height: 15px; width: 15px,#8992A6,icons/lucide-settings-6f5239928ba5.svg,lucide/settings/6f5239928ba5
3034,t6Imv,"27B. GitHub PR · Changes, blocked merge and confirmation · Dark",cOCez,Session status,Fixing finalization failure Parent · Done #217,"27B. GitHub PR · Changes, blocked merge and confirmation · Dark > Shared project navigation > Expanded project and session navigation > Navigation / Parent and worker sessions > Selected parent session",t6Imv/o2PO4/OP2By/qDFcK/z4zFw,Material Symbols Rounded,circle,box-sizing: border-box; flex-shrink: 0; height: 10px; width: 10px,#74D5A1,icons/material-symbols-rounded-circle-e3a67b1f3af8.svg,Material Symbols Rounded/circle/e3a67b1f3af8
